File,Source,License,Modifications
map-belize.png,https://commons.wikimedia.org/wiki/File:Belize_in_its_region.svg,CC BY-SA 3.0,
map-benin.png,https://commons.wikimedia.org/wiki/File:Benin_in_its_region.svg,CC BY-SA 3.0,
map-bering_strait.png,https://commons.wikimedia.org/wiki/File:Bering_Strait_in_its_region.svg,CC BY-SA 4.0,
map-bermuda.png,https://commons.wikimedia.org/wiki/File:Bermuda_in_its_region.svg,CC BY-SA 3.0,
map-bhutan.png,https://commons.wikimedia.org/wiki/File:Bhutan_in_its_region.svg,CC BY-SA 3.0,
map-black_sea.png,https://commons.wikimedia.org/wiki/File:Black_Sea_in_its_region.svg,CC BY-SA 4.0,
map-bolivia.png,https://commons.wikimedia.org/wiki/File:Bolivia_in_its_region.svg,CC BY-SA 3.0,
map-bosnia_and_herzegovina.png,https://commons.wikimedia.org/wiki/File:Bosnia_and_Herzegovina_in_its_region.svg,CC BY-SA 3.0,
map-botswana.png,https://commons.wikimedia.org/wiki/File:Botswana_in_its_region.svg,CC BY-SA 3.0,
map-bougainville.png,https://commons.wikimedia.org/wiki/File:Bougainville_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-brazil.png,https://commons.wikimedia.org/wiki/File:Brazil_in_its_region.svg,CC BY-SA 3.0,
map-british_virgin_islands.png,https://commons.wikimedia.org/wiki/File:British_Virgin_Islands_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
map-brunei.png,https://commons.wikimedia.org/wiki/File:Brunei_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-bulgaria.png,https://commons.wikimedia.org/wiki/File:Bulgaria_in_its_region.svg,CC BY-SA 3.0,
map-burkina_faso.png,https://commons.wikimedia.org/wiki/File:Burkina_Faso_in_its_region.svg,CC BY-SA 3.0,
map-burundi.png,https://commons.wikimedia.org/wiki/File:Burundi_in_its_region.svg,CC BY-SA 3.0,
map-cambodia.png,https://commons.wikimedia.org/wiki/File:Cambodia_in_its_region.svg,CC BY-SA 3.0,
map-cameroon.png,https://commons.wikimedia.org/wiki/File:Cameroon_in_its_region.svg,CC BY-SA 3.0,
map-canada.png,https://commons.wikimedia.org/wiki/File:Canada_in_its_region.svg,CC BY-SA 3.0,
map-canary_islands.png,https://commons.wikimedia.org/wiki/File:Canary_Islands_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-cape_verde.png,https://commons.wikimedia.org/wiki/File:Cape_Verde_in_its_region.svg,CC BY-SA 3.0,
map-caribbean_sea.png,https://commons.wikimedia.org/wiki/File:Caribbean_Sea_in_its_region.svg,CC BY-SA 4.0,
map-caspian_sea.png,https://commons.wikimedia.org/wiki/File:Caspian_Sea_in_its_region.svg,CC BY-SA 4.0,
map-cayman_islands.png,https://commons.wikimedia.org/wiki/File:Cayman_Islands_in_its_region.svg,CC BY-SA 3.0,
map-celebes_sea.png,https://commons.wikimedia.org/wiki/File:Celebes_Sea_in_its_region.svg,CC BY-SA 4.0,
map-celtic_sea.png,https://commons.wikimedia.org/wiki/File:Celtic_Sea_in_its_region.svg,CC BY-SA 4.0,
map-central_african_republic.png,https://commons.wikimedia.org/wiki/File:Central_African_Republic_in_its_region.svg,CC BY-SA 3.0,
map-chad.png,https://commons.wikimedia.org/wiki/File:Chad_in_its_region.svg,CC BY-SA 3.0,
map-chile.png,https://commons.wikimedia.org/wiki/File:Chile_in_its_region.svg,CC BY-SA 3.0,
map-china.png,https://commons.wikimedia.org/wiki/File:China_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
map-colombia.png,https://commons.wikimedia.org/wiki/File:Colombia_in_its_region.svg,CC BY-SA 3.0,
map-comoros.png,https://commons.wikimedia.org/wiki/File:Comoros_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-cook_islands.png,https://commons.wikimedia.org/wiki/File:Cook_Islands_in_its_region.svg,CC BY-SA 3.0,
map-coral_sea.png,https://commons.wikimedia.org/wiki/File:Coral_Sea_in_its_region.svg,CC BY-SA 4.0,
map-corsica.png,https://commons.wikimedia.org/wiki/File:Corsica_in_its_region.svg,CC BY-SA 3.0,
map-costa_rica.png,https://commons.wikimedia.org/wiki/File:Costa_Rica_in_its_region.svg,CC BY-SA 3.0,
map-croatia.png,https://commons.wikimedia.org/wiki/File:Croatia_in_its_region.svg,CC BY-SA 3.0,
map-cuba.png,https://commons.wikimedia.org/wiki/File:Cuba_in_its_region.svg,CC BY-SA 3.0,
map-curacao.png,https://commons.wikimedia.org/wiki/File:Curacao_in_its_region_(zoom).svg,CC BY-SA 3.0,colours adjusted for consistency
map-cyprus.png,https://commons.wikimedia.org/wiki/File:Cyprus_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-czech_republic.png,https://commons.wikimedia.org/wiki/File:Czech_Republic_in_its_region.svg,CC BY-SA 3.0,
map-dead_sea.png,https://commons.wikimedia.org/wiki/File:Dead_Sea_in_its_region_(-mini_map_-rivers)_(zoom_%2B_special_marker).svg,CC BY-SA 3.0,
map-democratic_republic_of_the_congo.png,https://commons.wikimedia.org/wiki/File:Democratic_Republic_of_the_Congo_in_its_region.svg,CC BY-SA 3.0,
map-denmark.png,https://commons.wikimedia.org/wiki/File:Denmark_in_its_region.svg,CC BY-SA 3.0,
map-denmark_strait.png,https://commons.wikimedia.org/wiki/File:Denmark_Strait_in_its_region.svg,CC BY-SA 4.0,
map-djibouti.png,https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg,CC BY-SA 3.0,
map-dominica.png,https://commons.wikimedia.org/wiki/File:Dominica_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-dominican_republic.png,https://commons.wikimedia.org/wiki/File:Dominican_Republic_in_its_region.svg,CC BY-SA 3.0,
map-east_china_sea.png,https://commons.wikimedia.org/wiki/File:East_China_Sea_in_its_region.svg,CC BY-SA 4.0,
map-east_siberian_sea.png,https://commons.wikimedia.org/wiki/File:East_Siberian_Sea_in_its_region.svg,CC BY-SA 4.0,
map-ecuador.png,https://commons.wikimedia.org/wiki/File:Ecuador_in_its_region.svg,CC BY-SA 3.0,
map-egypt.png,https://commons.wikimedia.org/wiki/File:Egypt_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-el_salvador.png,https://commons.wikimedia.org/wiki/File:El_Salvador_in_its_region.svg,CC BY-SA 3.0,
map-england.png,https://commons.wikimedia.org/wiki/File:England_in_Europe.svg,CC BY-SA 4.0,
map-english_channel.png,https://commons.wikimedia.org/wiki/File:English_Channel_in_its_region.svg,CC BY-SA 4.0,
map-equatorial_guinea.png,https://commons.wikimedia.org/wiki/File:Equatorial_Guinea_in_its_region.svg,CC BY-SA 3.0,
map-eritrea.png,https://commons.wikimedia.org/wiki/File:Eritrea_in_its_region.svg,CC BY-SA 3.0,
map-estonia.png,https://commons.wikimedia.org/wiki/File:Estonia_in_its_region.svg,CC BY-SA 3.0,
map-eswatini.png,https://commons.wikimedia.org/wiki/File:Swaziland_in_its_region.svg,CC BY-SA 3.0,
map-ethiopia.png,https://commons.wikimedia.org/wiki/File:Ethiopia_in_its_region.svg,CC BY-SA 3.0,
map-europe-nobox.png,https://commons.wikimedia.org/wiki/File:Europe_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
map-european_union.png,https://commons.wikimedia.org/wiki/File:European_Union_in_its_region.svg,CC BY-SA 3.0,
map-falkland_islands.png,https://commons.wikimedia.org/wiki/File:Falkland_Islands_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-faroe_islands.png,https://commons.wikimedia.org/wiki/File:Faroe_Islands_in_its_region.svg,CC BY-SA 3.0,
map-federated_states_of_micronesia.png,https://commons.wikimedia.org/wiki/File:Micronesia_in_its_region.svg,CC BY-SA 3.0,
map-fiji.png,https://commons.wikimedia.org/wiki/File:Fiji_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-finland.png,https://commons.wikimedia.org/wiki/File:Finland_in_its_region.svg,CC BY-SA 3.0,
map-france.png,https://commons.wikimedia.org/wiki/File:France_in_its_region.svg,CC BY-SA 3.0,
map-french_guiana.png,https://commons.wikimedia.org/wiki/File:French_Guiana_in_its_region.svg,CC BY-SA 3.0,
map-french_polynesia.png,https://commons.wikimedia.org/wiki/File:French_Polynesia_in_its_region.svg,CC BY-SA 3.0,
map-gabon.png,https://commons.wikimedia.org/wiki/File:Gabon_in_its_region.svg,CC BY-SA 3.0,
map-georgia.png,https://commons.wikimedia.org/wiki/File:Georgia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-germany.png,https://commons.wikimedia.org/wiki/File:Germany_in_its_region.svg,CC BY-SA 3.0,
map-ghana.png,https://commons.wikimedia.org/wiki/File:Ghana_in_its_region.svg,CC BY-SA 3.0,
map-gibraltar.png,https://commons.wikimedia.org/wiki/File:Gibraltar_in_its_region_(zoom).svg,CC BY-SA 4.0,
map-greece.png,https://commons.wikimedia.org/wiki/File:Greece_in_its_region.svg,CC BY-SA 3.0,
map-greenland.png,https://commons.wikimedia.org/wiki/File:Greenland_in_the_Kingdom_of_Denmark.svg,CC BY-SA 3.0,colours adjusted
map-grenada.png,https://commons.wikimedia.org/wiki/File:Grenada_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-guadeloupe.png,https://commons.wikimedia.org/wiki/File:Guadeloupe_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-guam.png,https://commons.wikimedia.org/wiki/File:Guam_in_its_region.svg,CC BY-SA 3.0,
map-guatemala.png,https://commons.wikimedia.org/wiki/File:Guatemala_in_its_region.svg,CC BY-SA 3.0,
map-guernsey.png,https://commons.wikimedia.org/wiki/File:Guernsey_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-guinea-bissau.png,https://commons.wikimedia.org/wiki/File:Guinea-Bissau_in_its_region.svg,CC BY-SA 3.0,
map-guinea.png,https://commons.wikimedia.org/wiki/File:Guinea_in_its_region.svg,CC BY-SA 3.0,
map-gulf_of_alaska.png,https://commons.wikimedia.org/wiki/File:Gulf_of_Alaska_in_its_region.svg,CC BY-SA 4.0,
map-gulf_of_california.png,https://commons.wikimedia.org/wiki/File:Gulf_of_California_in_its_region.svg,CC BY-SA 4.0,
map-gulf_of_carpentaria.png,https://commons.wikimedia.org/wiki/File:Gulf_of_Carpentaria_in_its_region.svg,CC BY-SA 4.0,
map-gulf_of_guinea.png,https://commons.wikimedia.org/wiki/File:Gulf_of_Guinea_in_its_region.svg,CC BY-SA 4.0,
map-gulf_of_mexico.png,https://commons.wikimedia.org/wiki/File:Gulf_of_Mexico_in_its_region.svg,CC BY-SA 4.0,
map-gulf_of_oman.png,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg,CC BY-SA 3.0,highlight changed
map-gulf_of_thailand.png,https://commons.wikimedia.org/wiki/File:Gulf_of_Thailand_in_its_region.svg,CC BY-SA 4.0,
map-guyana.png,https://commons.wikimedia.org/wiki/File:Guyana_in_its_region.svg,CC BY-SA 3.0,
map-haiti.png,https://commons.wikimedia.org/wiki/File:Haiti_in_its_region.svg,CC BY-SA 3.0,
map-hawaii.png,https://commons.wikimedia.org/wiki/File:Hawaii_in_its_region_(special_marker).svg,CC BY-SA 3.0,zoom adjusted
map-honduras.png,https://commons.wikimedia.org/wiki/File:Honduras_in_its_region.svg,CC BY-SA 3.0,
map-hong_kong.png,https://commons.wikimedia.org/wiki/File:Hong_Kong_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-hudson_bay.png,https://commons.wikimedia.org/wiki/File:Hudson_Bay_in_its_region.svg,CC BY-SA 4.0,
map-hungary.png,https://commons.wikimedia.org/wiki/File:Hungary_in_its_region.svg,CC BY-SA 3.0,
map-iceland.png,https://commons.wikimedia.org/wiki/File:Iceland_in_its_region.svg,CC BY-SA 3.0,
map-india.png,https://commons.wikimedia.org/wiki/File:India_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
map-indian_ocean-nobox.png,https://commons.wikimedia.org/wiki/File:Indian_Ocean_in_the_world_(blue)_(W3)_(CWF).svg,CC BY-SA 4.0,
map-indonesia.png,https://commons.wikimedia.org/wiki/File:Indonesia_in_its_region.svg,CC BY-SA 3.0,
map-iran.png,https://commons.wikimedia.org/wiki/File:Iran_in_its_region.svg,CC BY-SA 3.0,
map-iraq.png,https://commons.wikimedia.org/wiki/File:Iraq_in_its_region.svg,CC BY-SA 3.0,
map-ireland.png,https://commons.wikimedia.org/wiki/File:Ireland_in_its_region.svg,CC BY-SA 3.0,
map-isle_of_man.png,https://commons.wikimedia.org/wiki/File:Isle_of_Man_in_its_region.svg,CC BY-SA 3.0,
map-israel.png,https://commons.wikimedia.org/wiki/File:Israel_in_its_region_(de-facto_and_Palestinian_territory_hatched).svg,CC BY-SA 3.0,
map-italy.png,https://commons.wikimedia.org/wiki/File:Italy_in_its_region.svg,CC BY-SA 3.0,
map-ivory_coast.png,https://commons.wikimedia.org/wiki/File:Cote_d_Ivoire_in_its_region.svg,CC BY-SA 3.0,
map-jamaica.png,https://commons.wikimedia.org/wiki/File:Jamaica_in_its_region.svg,CC BY-SA 3.0,
map-japan.png,https://commons.wikimedia.org/wiki/File:Japan_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-java.png,https://commons.wikimedia.org/wiki/File:Java_in_its_region.svg,CC BY-SA 4.0,
map-jeju.png,https://commons.wikimedia.org/wiki/File:Jeju_Province_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-jersey.png,https://commons.wikimedia.org/wiki/File:Jersey_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-jordan.png,https://commons.wikimedia.org/wiki/File:Jordan_in_its_region.svg,CC BY-SA 3.0,
map-kaliningrad_oblast.png,https://commons.wikimedia.org/wiki/File:Kaliningrad_in_its_region.svg,CC BY-SA 3.0,
map-kazakhstan.png,https://commons.wikimedia.org/wiki/File:Kazakhstan_in_its_region.svg,CC BY-SA 3.0,
map-kenya.png,https://commons.wikimedia.org/wiki/File:Kenya_in_its_region_(disputed_hatched).svg,CC BY-SA 3.0,
map-kiribati.png,https://commons.wikimedia.org/wiki/File:Kiribati_in_its_region.svg,CC BY-SA 3.0,
map-kosovo.png,https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg,CC BY-SA 3.0,
map-kuwait.png,https://commons.wikimedia.org/wiki/File:Kuwait_in_its_region.svg,CC BY-SA 3.0,
map-kyrgyzstan.png,https://commons.wikimedia.org/wiki/File:Kyrgyzstan_in_its_region.svg,CC BY-SA 3.0,
map-labrador_sea.png,https://commons.wikimedia.org/wiki/File:Labrador_Sea_in_its_region.svg,CC BY-SA 4.0,
map-laos.png,https://commons.wikimedia.org/wiki/File:Laos_in_its_region.svg,CC BY-SA 3.0,
map-latvia.png,https://commons.wikimedia.org/wiki/File:Latvia_in_its_region.svg,CC BY-SA 3.0,
map-lebanon.png,https://commons.wikimedia.org/wiki/File:Lebanon_in_its_region.svg,CC BY-SA 3.0,
map-lesotho.png,https://commons.wikimedia.org/wiki/File:Lesotho_in_its_region.svg,CC BY-SA 3.0,
map-liberia.png,https://commons.wikimedia.org/wiki/File:Liberia_in_its_region.svg,CC BY-SA 3.0,
map-libya.png,https://commons.wikimedia.org/wiki/File:Libya_in_its_region.svg,CC BY-SA 3.0,
map-liechtenstein.png,https://commons.wikimedia.org/wiki/File:Liechtenstein_in_its_region.svg,CC BY-SA 3.0,
map-lithuania.png,https://commons.wikimedia.org/wiki/File:Lithuania_in_its_region.svg,CC BY-SA 3.0,
map-luxembourg.png,https://commons.wikimedia.org/wiki/File:Luxembourg_in_its_region.svg,CC BY-SA 3.0,
map-macau.png,https://commons.wikimedia.org/wiki/File:Macau_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-madagascar.png,https://commons.wikimedia.org/wiki/File:Madagascar_in_its_region.svg,CC BY-SA 3.0,
map-madeira.png,https://commons.wikimedia.org/wiki/File:Madeira_in_its_region.svg,CC BY-SA 3.0,
map-malawi.png,https://commons.wikimedia.org/wiki/File:Malawi_in_its_region.svg,CC BY-SA 3.0,
map-malaysia.png,https://commons.wikimedia.org/wiki/File:Malaysia_in_its_region.svg,CC BY-SA 3.0,
map-maldives.png,https://commons.wikimedia.org/wiki/File:Maldives_in_its_region_(small_islands_magnified).svg,CC BY-SA 3.0,
map-mali.png,https://commons.wikimedia.org/wiki/File:Mali_in_its_region.svg,CC BY-SA 3.0,
map-malta.png,https://commons.wikimedia.org/wiki/File:Malta_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-marshall_islands.png,https://commons.wikimedia.org/wiki/File:Marshall_Islands_in_its_region.svg,CC BY-SA 3.0,
map-martinique.png,https://commons.wikimedia.org/wiki/File:Martinique_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-mauritania.png,https://commons.wikimedia.org/wiki/File:Mauritania_in_its_region.svg,CC BY-SA 3.0,
map-mauritius.png,https://commons.wikimedia.org/wiki/File:Mauritius_in_its_region.svg,CC BY-SA 3.0,
map-mayotte.png,https://commons.wikimedia.org/wiki/File:Mayotte_in_its_region_(zoom).svg,CC BY-SA 3.0,
map-mediterranean_sea.png,https://commons.wikimedia.org/wiki/File:Mediterranean_Sea_in_its_region.svg,CC BY-SA 4.0,
map-melanesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,colours adjusted
map-mexico.png,https://commons.wikimedia.org/wiki/File:Mexico_in_its_region.svg,CC BY-SA 3.0,
map-micronesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,"colours adjusted, margin added"
map-moldova.png,https://commons.wikimedia.org/wiki/File:Moldova_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-monaco.png,https://commons.wikimedia.org/wiki/File:Monaco_in_its_region.svg,CC BY-SA 3.0,
map-mongolia.png,https://commons.wikimedia.org/wiki/File:Mongolia_in_its_region.svg,CC BY-SA 3.0,
map-montenegro.png,https://commons.wikimedia.org/wiki/File:Montenegro_in_its_region.svg,CC BY-SA 3.0,
map-morocco.png,https://commons.wikimedia.org/wiki/File:Morocco_in_its_region_(de-facto_and_disputed_hatched).svg,CC BY-SA 3.0,
map-mozambique.png,https://commons.wikimedia.org/wiki/File:Mozambique_in_its_region.svg,CC BY-SA 3.0,
map-myanmar.png,https://commons.wikimedia.org/wiki/File:Myanmar_in_its_region.svg,CC BY-SA 3.0,
map-namibia.png,https://commons.wikimedia.org/wiki/File:Namibia_in_its_region.svg,CC BY-SA 3.0,
map-nauru.png,https://commons.wikimedia.org/wiki/File:Nauru_in_its_region.svg,CC BY-SA 3.0,
map-nepal.png,https://commons.wikimedia.org/wiki/File:Nepal_in_its_region.svg,CC BY-SA 3.0,
map-netherlands.png,https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg,CC BY-SA 3.0,
map-new_caledonia.png,https://commons.wikimedia.org/wiki/File:New_Caledonia_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-new_zealand.png,https://commons.wikimedia.org/wiki/File:New_Zealand_in_its_region.svg,CC BY-SA 3.0,
map-nicaragua.png,https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg,CC BY-SA 3.0,
map-niger.png,https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg,CC BY-SA 3.0,
map-nigeria.png,https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg,CC BY-SA 3.0,
map-niue.png,https://commons.wikimedia.org/wiki/File:Niue_in_its_region.svg,CC BY-SA 3.0,
map-north_america-nobox.png,https://commons.wikimedia.org/wiki/File:North_America_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
map-north_korea.png,https://commons.wikimedia.org/wiki/File:North_Korea_in_its_region.svg,CC BY-SA 3.0,
map-north_macedonia.png,https://commons.wikimedia.org/wiki/File:Macedonia_in_its_region.svg,CC BY-SA 3.0,
map-north_sea.png,https://commons.wikimedia.org/wiki/File:North_Sea_in_its_region.svg,CC BY-SA 4.0,
map-northern_cyprus.png,https://commons.wikimedia.org/wiki/File:Northern_Cyprus_in_its_region_(de-facto).svg,CC BY-SA 3.0,
map-northern_ireland.png,https://commons.wikimedia.org/wiki/File:Northern_Ireland_in_Europe.svg,CC BY-SA 4.0,
map-northern_mariana_islands.png,https://commons.wikimedia.org/wiki/File:Northern_Mariana_Islands_in_its_region.svg,CC BY-SA 3.0,
map-norway.png,https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg,CC BY-SA 3.0,
map-norwegian_sea.png,https://commons.wikimedia.org/wiki/File:Norwegian_Sea_in_its_region_(IHO_1953).svg,CC BY-SA 4.0,
map-oceania-nobox.png,https://commons.wikimedia.org/wiki/File:Oceania_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
map-oman.png,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg,CC BY-SA 3.0,
map-pacific_ocean-nobox.png,https://commons.wikimedia.org/wiki/File:Pacific_Ocean_in_the_world_(blue)_(W3_Pacific)_(CWF).svg,CC BY-SA 4.0,
map-pakistan.png,https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
map-palau.png,https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg,CC BY-SA 3.0,
map-palestine.png,https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg,CC BY-SA 3.0,
map-panama.png,https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg,CC BY-SA 3.0,
map-papua_new_guinea.png,https://commons.wikimedia.org/wiki/File:Papua_New_Guinea_in_its_region.svg,CC BY-SA 3.0,
map-paraguay.png,https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg,CC BY-SA 3.0,
map-persian_gulf.png,https://commons.wikimedia.org/wiki/File:Persian_Gulf_in_its_region_(IHO_1953).svg,CC BY-SA 4.0,
map-peru.png,https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg,CC BY-SA 3.0,
map-philippine_sea.png,https://commons.wikimedia.org/wiki/File:Philippine_Sea_in_its_region.svg,CC BY-SA 4.0,
map-philippines.png,https://commons.wikimedia.org/wiki/File:Philippines_in_its_region.svg,CC BY-SA 3.0,
map-poland.png,https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg,CC BY-SA 3.0,
map-polynesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,"colours adjusted, margin added"
map-portugal.png,https://commons.wikimedia.org/wiki/File:Portugal_in_its_region_(mainland).svg,CC BY-SA 3.0,
map-puerto_rico.png,https://commons.wikimedia.org/wiki/File:Puerto_Rico_in_its_region.svg,CC BY-SA 3.0,
map-qatar.png,https://commons.wikimedia.org/wiki/File:Qatar_in_its_region.svg,CC BY-SA 3.0,
map-red_sea.png,https://commons.wikimedia.org/wiki/File:Red_Sea_in_its_region.svg,CC BY-SA 4.0,
map-republic_of_the_congo.png,https://commons.wikimedia.org/wiki/File:Republic_of_the_Congo_in_its_region.svg,CC BY-SA 3.0,
map-reunion.png,https://commons.wikimedia.org/wiki/File:Reunion_in_its_region.svg,CC BY-SA 3.0,
map-romania.png,https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg,CC BY-SA 3.0,
map-russia.png,https://commons.wikimedia.org/wiki/File:Russia_in_its_region_(%2Bclaims_hatched).svg,CC BY-SA 3.0,
map-rwanda.png,https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg,CC BY-SA 3.0,
map-sahrawi_arab_democratic_republic.png,https://commons.wikimedia.org/wiki/File:Sahrawi_Arab_Democratic_Republic_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-saint_kitts_and_nevis.png,https://commons.wikimedia.org/wiki/File:Saint_Kitts_and_Nevis_in_its_region_(zoomed).svg,CC BY-SA 3.0,colours adjusted for consistency
map-saint_lucia.png,https://commons.wikimedia.org/wiki/File:Saint_Lucia_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-saint_martin.png,https://commons.wikimedia.org/wiki/File:Saint_Martin_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
map-saint_vincent_and_the_grenadines.png,https://commons.wikimedia.org/wiki/File:Saint_Vincent_and_the_Grenadines_in_its_region.svg,CC BY-SA 3.0,zoom box added
map-samoa.png,https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg,CC BY-SA 3.0,
map-san_marino.png,https://commons.wikimedia.org/wiki/File:San_Marino_in_its_region.svg,CC BY-SA 3.0,
map-sao_tome_and_principe.png,https://commons.wikimedia.org/wiki/File:Sao_Tome_and_Principe_in_its_region.svg,CC BY-SA 3.0,
map-sardinia.png,https://commons.wikimedia.org/wiki/File:Sardinia_in_its_region.svg,CC BY-SA 3.0,
map-saudi_arabia.png,https://commons.wikimedia.org/wiki/File:Saudi_Arabia_in_its_region.svg,CC BY-SA 3.0,
map-scandinavia.png,https://commons.wikimedia.org/wiki/File:Scandinavia_in_its_region.svg,CC BY-SA 3.0,
map-scotland.png,https://commons.wikimedia.org/wiki/File:Scotland_in_Europe.svg,CC BY-SA 4.0,
map-sea_of_galilee.png,https://commons.wikimedia.org/wiki/File:Sea_of_Galilee_in_its_region_(-mini_map_-rivers)_(zoom_%2B_special_marker).svg,CC BY-SA 3.0,
map-sea_of_japan.png,https://commons.wikimedia.org/wiki/File:Sea_of_Japan_in_its_region.svg,CC BY-SA 4.0,
map-sea_of_okhotsk.png,https://commons.wikimedia.org/wiki/File:Sea_of_Okhotsk_in_its_region.svg,CC BY-SA 4.0,
map-senegal.png,https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg,CC BY-SA 3.0,
map-serbia.png,https://commons.wikimedia.org/wiki/File:Serbia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-seychelles.png,https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region_(small_islands_magnified).svg,CC BY-SA 3.0,
map-sicily.png,https://commons.wikimedia.org/wiki/File:Sicily_in_its_region.svg,CC BY-SA 3.0,
map-sierra_leone.png,https://commons.wikimedia.org/wiki/File:Sierra_Leone_in_its_region.svg,CC BY-SA 3.0,
map-singapore.png,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-sint_maarten.png,https://commons.wikimedia.org/wiki/File:Sint_Maarten_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
map-slovakia.png,https://commons.wikimedia.org/wiki/File:Slovakia_in_its_region.svg,CC BY-SA 3.0,
map-slovenia.png,https://commons.wikimedia.org/wiki/File:Slovenia_in_its_region.svg,CC BY-SA 3.0,
map-solomon_islands.png,https://commons.wikimedia.org/wiki/File:Solomon_Islands_in_its_region_(special_marker).svg,CC BY-SA 3.0,
map-somalia.png,https://commons.wikimedia.org/wiki/File:Somalia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
map-somaliland.png,https://commons.wikimedia.org/wiki/File:Somaliland_in_its_region_(de-facto).svg,CC BY-SA 3.0,
map-south_africa.png,https://commons.wikimedia.org/wiki/File:South_Africa_in_its_region.svg,CC BY-SA 3.0,
map-south_america-nobox.png,https://commons.wikimedia.org/wiki/File:South_America_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
map-south_china_sea.png,https://commons.wikimedia.org/wiki/File:South_China_Sea_in_its_region_(IHO_1953).svg,CC BY-SA 4.0,
map-south_korea.png,https://commons.wikimedia.org/wiki/File:South_Korea_in_its_region.svg,CC BY-SA 3.0,
map-south_ossetia.png,https://commons.wikimedia.org/wiki/File:South_Ossetia_in_its_region.svg,CC BY-SA 3.0,
